2021-02-09T19:54:23.253232225Z,PFIN,buy,fill,288,0
2021-02-10T15:27:00.010903251Z,NAKD,buy,fill,1694,0
2021-02-10T15:31:05.224622619Z,VISL,buy,fill,423,0
2021-02-10T15:57:36.120619702Z,COMS,buy,fill,408,5
2021-02-10T15:59:22.252269587Z,TXMD,buy,fill,873,2.29
2021-02-10T16:05:35.446259065Z,TRCH,sell,fill,0,2.62
2021-02-10T16:05:43.248465463Z,ZOM,buy,fill,813,2.49
2021-02-10T16:08:33.071975736Z,OSS,buy,fill,318,6.29
2021-02-10T16:20:46.502840416Z,OSS,sell,fill,0,6.3
2021-02-10T16:20:54.365274449Z,TLSA,buy,fill,500,4.02
2021-02-10T16:29:26.434832942Z,JILL,sell,fill,0,5.06
2021-02-10T19:43:35.728085937Z,SNDL,buy,fill,34,2.92
2021-02-10T19:53:03.905539665Z,QD,buy,fill,31,3.18
2021-02-10T19:55:07.518186256Z,LPTX,buy,fill,33,3
2021-02-10T20:01:18.140562569Z,ANCN,buy,fill,19,5.3
2021-02-10T20:04:06.683615221Z,MXC,buy,fill,8,11.75
2021-02-10T20:07:25.963930627Z,ANCN,sell,fill,0,4.89
2021-02-10T20:08:56.824866785Z,SNDL,sell,fill,0,2.89
2021-02-10T20:09:09.173203182Z,ANCN,buy,fill,19,5.04
2021-02-10T20:10:22.00799806Z,MXC,sell,fill,0,12.62
2021-02-10T20:17:38.241375406Z,RKDA,buy,fill,17,5.73
2021-02-10T20:22:13.302515898Z,MXC,buy,fill,8,12.69
2021-02-10T20:22:42.94300394Z,NAKD,buy,fill,72,1.42
2021-02-10T20:25:35.758257931Z,ANCN,sell,fill,0,4.81
2021-02-10T20:28:25.58840493Z,ANCN,buy,fill,20,4.8
2021-02-10T20:30:18.925936874Z,ANCN,sell,fill,0,4.63
2021-02-10T20:30:18.94312281Z,SINT,sell,fill,0,3.08
2021-02-10T20:30:18.978348895Z,ENSV,sell,fill,0,2.96
2021-02-10T20:30:18.999108173Z,LPTX,sell,fill,0,2.97
2021-02-10T20:30:19.031038746Z,RKDA,sell,fill,0,5.5
2021-02-10T20:30:19.042326939Z,LAIX,sell,fill,0,3.63
2021-02-10T20:30:19.085077062Z,QD,sell,fill,0,3.19
2021-02-10T20:30:19.124320967Z,ACST,sell,fill,0,1.11
2021-02-10T20:30:19.13742942Z,MXC,sell,fill,0,12.3
2021-02-10T20:30:19.197457133Z,APDN,sell,fill,0,11.9
2021-02-10T20:30:19.542052157Z,NAKD,sell,fill,0,1.46
